FID,rwe_id,rwe_type,rwe_closure_type,rwe_status,rwe_start_dt,rwe_end_dt,rwe_publish_text,subject_pref_rdname,start_pref_rdname,end_pref_rdname,lrs_start_locality,lrs_end_locality,lrs_rmaclass,lrs_srns,lrs_lga,lrs_ses_region,lrs_melway,lrs_vcsd,geom,works_type,traffic_delay,speed_limit,lanes_affected,days_applicable,dt_modified,dt_created,rwe_point,timestamp,processed_time
rwe_point.143236,143236,Sporting/social event, road closed,Pending,2017-12-07T18:30:00,2018-12-30T13:00:00,Brunton Avenue closed 2.0 hours before the start  and 1 hour after MCG events (during MCG events only NOT all the time). Check MCG website for dates and times. Expect delay. Use alternative routes. ,BRUNTON AVENUE ,JOLIMONT ROAD ,PUNT ROAD ,EAST MELBOURNE,EAST MELBOURNE,AO,,"YARRA, MELBOURNE",MELBOURNE METROPOLITAN (CENTRAL),2GB6,437B9,line,daily works,6 to 10 min,40,0,1;2;3;4;5;7;6,2018-08-18T03:55:08,2016-03-21T04:18:19,POINT (144.983417870717 -37.8214223653278),2018-08-23T15:13:27,2018-08-23T15:15:30.772
rwe_point.150939,150939,Road construction, road closed,Pending,2018-07-03T14:00:00,2019-06-30T02:00:00,Full week including weekends - Sunday to Saturday daily works from 12:00 AM to 12:00 PM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,HAUGHTON ROAD ,JOHNSON STREET ,MILL ROAD ,OAKLEIGH,OAKLEIGH,MU,,MONASH,MELBOURNE METROPOLITAN (CENTRAL),69F7,437G13,line,daily works,0 to 5 min,40,0,1;2;3;4;5;7;6,2018-07-04T05:54:38,2016-09-22T01:34:29,POINT (145.08829913365 -37.9007557021689),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.152293,152293,Road maintenance, lanes closed both directions,Pending,2018-01-18T19:00:00,2018-12-31T09:30:00,Full week including weekends - Sunday to Saturday daily works from 06:00 AM to 08:30 PM. Roadworks speed limit 40 km/h. Traffic delay nil. ,SUNBURY ROAD ,SUNBURY ROAD ,CALDER FREEWAY ,MELBOURNE AIRPORT,ESSENDON NORTH,FW,C743,"HUME, MORELAND, MOONEE VALLEY",MELBOURNE METROPOLITAN (CENTRAL),177K11,426F12,line,daily works,Nil,40,0,1;2;3;4;5;7;6,2018-08-22T18:20:31,2016-10-21T03:48:44,POINT (144.880028641973 -37.6885924604789),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.150318,150318,Road construction,2 lanes closed altona bound,Pending,2016-10-31T11:30:00,2018-09-11T19:00:00,Full week including weekends - Sunday to Saturday daily works from 10:30 PM to 05:00 AM. Roadworks speed limit 40 km/h. Traffic delay 6 to 10 min. ,WESTERN RING ROAD ,SUNSHINE AVENUE ,CALDER FREEWAY ,KEALBA,KEILOR EAST,FW,M80,BRIMBANK,MELBOURNE METROPOLITAN (CENTRAL),26H3,436F5,line,daily works,6 to 10 min,40,2,1;2;3;4;5;7;6,2018-08-19T23:20:17,2016-09-07T05:46:35,POINT (144.848138456104 -37.741090300376),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.147027,147027,Road construction, ,Pending,2018-06-28T23:30:00,2019-06-30T05:30:00,One lane closed in each direction for preliminary level crossing removal works. Full week including weekends - Sunday to Saturday daily works from 09:30 AM to 03:30 PM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,MURRUMBEENA ROAD ,NEERIM ROAD ,NEERIM ROAD ,MURRUMBEENA,MURRUMBEENA,AO,,GLEN EIRA,MELBOURNE METROPOLITAN (CENTRAL),69A5,437F13,line,daily works,0 to 5 min,40,2,1;2;3;4;5;7;6,2018-08-21T03:42:30,2016-06-14T23:46:07,POINT (145.066470145863 -37.8899450117418),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.143239,143239,Sporting/social event, road closed,Pending,2017-12-07T19:00:00,2020-12-30T14:00:00,Brunton Avenue closed  2.0 hours before and 1 hour after MCG event (during MCG events only NOT all the time). Check MCG website for event dates and times.  Expect delay.  Use alternative routes. ,BRUNTON AVENUE ,JOLIMONT ROAD ,PUNT ROAD ,EAST MELBOURNE,EAST MELBOURNE,AO,,MELBOURNE,MELBOURNE METROPOLITAN (CENTRAL),2GB6,437B9,line,daily works,6 to 10 min,0,0,1;2;3;4;5;7;6,2018-08-18T06:58:19,2016-11-04T00:44:05,POINT (144.98340849367 -37.8214171080501),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.147022,147022,Road construction, ,Pending,2018-06-28T23:30:00,2019-06-30T05:30:00,One lane closed in each direction for preliminary level crossing removal works. Full week including weekends - Sunday to Saturday daily works from 09:30 AM to 03:30 PM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,KOORNANG ROAD ,ARAWATTA STREET ,ROSSTOWN ROAD ,CARNEGIE,CARNEGIE,MU,,GLEN EIRA,MELBOURNE METROPOLITAN (CENTRAL),68J3,437F13,line,daily works,0 to 5 min,40,2,1;2;3;4;5;7;6,2018-08-20T08:07:03,2016-06-14T23:40:38,POINT (145.05769169717 -37.885894566753),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.147029,147029,Road construction, ,Pending,2018-06-28T23:30:00,2019-06-30T05:30:00,One lane closed in each direction for preliminary level crossing removal works. Full week including weekends - Sunday to Saturday daily works from 09:30 AM to 03:30 PM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,POATH ROAD ,EUSTON ROAD ,,HUGHESDALE,HUGHESDALE,MU,,"MONASH, GLEN EIRA",MELBOURNE METROPOLITAN (CENTRAL),69C6,437G13,line,continuous works,0 to 5 min,40,2,1;2;3;4;5;7;6,2018-08-23T05:19:54,2016-06-14T23:52:36,POINT (145.07682358518 -37.8942248397246),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.161766,161766,Road construction, entry/exit ramp closed,Pending,2018-08-08T10:00:00,2018-08-30T19:00:00,other daily works from 08:00 PM to 05:00 AM. Roadworks speed limit 60 km/h. Traffic delay 0 to 5 min. ,TULLAMARINE OUT-ENGLISH RAMP OF,TULLAMARINE FREEWAY ,ENGLISH-TULLAMARINE OUT RAMP ON,AIRPORT WEST,AIRPORT WEST,FW,,MOONEE VALLEY,MELBOURNE METROPOLITAN (CENTRAL),16A9,436H4,line,daily works,0 to 5 min,60,0,1;2;3;4;5,2018-08-23T02:38:39,2017-05-27T11:40:34,POINT (144.890792137463 -37.7271746769364),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.158552,158552,Utility works,3 lanes closed southbound,Pending,2017-05-01T11:00:00,2019-04-29T19:00:00,other daily works from 09:00 PM to 05:00 AM. Roadworks speed limit 40 km/h. Traffic delay greater than 10 min. ,WESTERN RING ROAD ,MELROSE DRIVE ,WESTERN RING OUT-CALDER IN RAMP ,TULLAMARINE,KEILOR PARK,FW,M80,"BRIMBANK, MORELAND",MELBOURNE METROPOLITAN (CENTRAL),15K3,436H3,line,daily works,Greater than 10 min,40,3,1;2;3;4;7,2018-03-26T04:38:58,2017-03-15T03:22:01,POINT (144.874127162949 -37.7168981190566),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.161963,161963,Road construction, entry/exit ramp closed,Active,2018-07-07T10:30:00,2018-08-29T19:00:00,Full week including weekends - Sunday to Saturday daily works from 08:30 PM to 05:00 AM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,CITYLINK OUT-BULLA RAMP OF,,,,,FW,,MOONEE VALLEY,MELBOURNE METROPOLITAN (CENTRAL),16F10,436J4,line,daily works,0 to 5 min,40,1,1;2;3;4;5;7;6,2018-08-23T10:32:05,2017-05-31T23:43:47,POINT (144.90752747077 -37.7348334238468),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.157682,157682,Road construction,1 lane closed both directions,Pending,2017-03-31T09:30:00,2018-08-30T19:30:00,Full week including weekends - Sunday to Saturday daily works from 08:30 PM to 05:30 AM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,WESTERN RING ROAD ,WESTERN RING OUT-SUNSHINE RAMP OF,CALDER IN-WESTERN RING OUT RAMP ,ST ALBANS,KEILOR PARK,FW,M80,BRIMBANK,MELBOURNE METROPOLITAN (CENTRAL),26G3,436F5,line,daily works,0 to 5 min,40,1,1;2;3;4;5;7;6,2018-08-16T17:46:05,2017-02-24T01:45:31,POINT (144.84907909194 -37.7403457340349),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.179254,179254,Road construction,2 lanes closed outbound,Pending,2018-06-01T10:00:00,2018-08-30T19:30:00,Full week including weekends - Sunday to Saturday daily works from 08:00 PM to 05:30 AM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,MONASH FREEWAY ,MONASH OUT-BELGRAVE-HALLAM RAMP OF,PRINCES FREEWAY ,HALLAM,BERWICK,FW,M1,CASEY,MELBOURNE METROPOLITAN (CENTRAL),91 F9,79 F9,line,daily works,0 to 5 min,40,2,1;2;3;4;5;7;6,2018-07-31T07:53:27,2018-06-01T05:37:58,POINT (145.299221820013 -38.0058666574955),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.179258,179258,Road construction,2 lanes closed inbound,Pending,2018-06-01T10:00:00,2018-08-30T18:30:00,Full week including weekends - Sunday to Saturday daily works from 08:00 PM to 04:30 AM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,PRINCES FREEWAY ,CLYDE ROAD ,MONASH IN-PRINCES RAMP OF,BERWICK,NARRE WARREN,FW,M1,CASEY,MELBOURNE METROPOLITAN (CENTRAL),111 C11,95 G2,line,daily works,0 to 5 min,40,2,1;2;3;4;5;7;6,2018-07-31T07:54:11,2018-06-01T05:49:36,POINT (145.331964531682 -38.039925560571),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.178973,178973,Road maintenance,1 lane closed southbound,Pending,2018-05-27T20:00:00,2018-09-21T08:00:00,Monday to Saturday daily works from 06:00 AM to 06:00 PM. Roadworks speed limit 60 km/h. Traffic delay 0 to 5 min. ,HUME FREEWAY ,RUTHERGLEN-SPRINGHURST ROAD ,BORALMA-RUTHERGLEN ROAD ,SPRINGHURST,BYAWATHA,FW,M31,WANGARATTA,HUME (NORTH EAST),,34 J4,line,daily works,0 to 5 min,60,1,1;2;3;4;5;6,2018-05-28T21:12:00,2018-05-27T22:24:24,POINT (146.445286626447 -36.2224439571559),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.183319,183319,Road construction, road closed,Pending,2018-08-22T11:30:00,2018-08-23T20:00:00,other daily works from 09:30 PM to 06:00 AM. Roadworks speed limit 40 km/h. Traffic delay greater than 10 min. ,PASCOE VALE ROAD ,LOEMAN STREET ,PASCOE VALE-CITYLINK IN RAMP ON,STRATHMORE,STRATHMORE,AO,,MOONEE VALLEY,MELBOURNE METROPOLITAN (CENTRAL),16 J10,78 G5,line,daily works,Greater than 10 min,40,0,3;4,2018-08-23T00:35:55,2018-08-21T06:50:03,POINT (144.924595784782 -37.7341442961033),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.179256,179256,Road construction,2 lanes closed inbound,Pending,2018-06-01T10:00:00,2018-08-30T18:30:00,Full week including weekends - Sunday to Saturday daily works from 08:00 PM to 04:30 AM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,PRINCES FREEWAY ,MONASH IN-PRINCES RAMP OF,MONASH OUT-SOUTH GIPPSLAND OUT RAMP OF,NARRE WARREN,ENDEAVOUR HILLS,FW,M1,CASEY,MELBOURNE METROPOLITAN (CENTRAL),110 J8,448 K8,line,daily works,0 to 5 min,40,2,1;2;3;4;5;7;6,2018-07-31T07:53:43,2018-06-01T05:42:51,POINT (145.296145699805 -38.0026954189313),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.183342,183342,Road construction,1 lane closed eastbound,Pending,2018-08-23T10:00:00,2018-10-25T18:00:00,other daily works from 08:00 PM to 05:00 AM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,WILLIAMSTOWN-WEST GATE IN RAMP ON,WILLIAMSTOWN ROAD ,WILLIAMSTOWN ROAD ,YARRAVILLE,YARRAVILLE,FW,M1,"HOBSONS BAY, MARIBYRNONG",MELBOURNE METROPOLITAN (CENTRAL),41 J11,78 G7,line,daily works,0 to 5 min,40,1,1;2;3;4;5;7,2018-08-22T01:32:17,2018-08-22T01:29:44,POINT (144.882399920739 -37.824976097413),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.174828,174828,Road construction,1 lane closed both directions,Pending,2018-03-07T09:30:00,2018-09-29T19:00:00,Full week including weekends - Sunday to Saturday daily works from 08:30 PM to 05:00 AM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,PRINCES FREEWAY ,PRINCES FREEWAY ,CITYLINK  ,BERWICK,HAWTHORN,FW,M1,"BOROONDARA, STONNINGTON, MONASH, CASEY, DANDENONG",MELBOURNE METROPOLITAN (CENTRAL),110 J8,448 K8,line,daily works,0 to 5 min,40,1,1;2;3;4;5;7;6,2018-06-28T06:09:39,2018-03-07T03:22:10,POINT (145.181538408806 -37.9264609871238),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.173931,173931,Road construction,1 lane closed eastbound,Pending,2018-06-29T10:00:00,2018-09-29T19:30:00,Full week including weekends - Sunday to Saturday daily works from 08:00 PM to 05:30 AM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,SUNBURY ROAD ,SUNBURY ROAD ,DEPARTURE-CENTRE-TULLAMARINE OUT RAMP ON,MELBOURNE AIRPORT,MELBOURNE AIRPORT,FW,"M2, C743",HUME,MELBOURNE METROPOLITAN (CENTRAL),177 K11,426 F12,line,daily works,0 to 5 min,40,1,1;2;3;4;5;7;6,2018-06-05T06:56:46,2018-02-19T06:13:20,POINT (144.847963449206 -37.6584588855776),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.174833,174833,Road construction,1 lane closed outbound,Pending,2018-06-20T10:30:00,2018-09-29T19:00:00,Full week including weekends - Sunday to Saturday daily works from 08:30 PM to 05:00 AM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,PRINCES FREEWAY ,PRINCES FREEWAY ,CITYLINK  ,BERWICK,HAWTHORN,FW,M1,"BOROONDARA, STONNINGTON, MONASH, CASEY, DANDENONG",MELBOURNE METROPOLITAN (CENTRAL),110 J8,448 K8,line,daily works,0 to 5 min,40,1,1;2;3;4;5;7;6,2018-07-12T17:20:18,2018-03-07T03:51:56,POINT (145.181538408806 -37.9264609871238),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.174506,174506,Road construction,2 lanes closed both directions,Pending,2018-02-20T13:00:00,2018-08-29T14:00:00,Buckley St is reduced to one lane each direction for Level Crossing Removal works from Mt Alexander Rd to Violet St until August 2018.,BUCKLEY STREET ,MT ALEXANDER ROAD ,VIOLET STREET ,ESSENDON,ESSENDON,AO,,MOONEE VALLEY,MELBOURNE METROPOLITAN (CENTRAL),28 H4,78 G6,line,continuous works,6 to 10 min,40,2,1;2;3;4;5;7;6,2018-03-01T02:44:03,2018-02-28T05:08:59,POINT (144.915675211586 -37.7568773617507),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.172960,172960,Road construction,1 lane closed both directions,Pending,2018-01-31T09:00:00,2018-09-29T19:00:00,Full week including weekends - Sunday to Saturday daily works from 08:00 PM to 05:00 AM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,MONASH FREEWAY ,WARRIGAL ROAD ,MONASH OUT-EASTLINK IN RAMP ,CHADSTONE,DANDENONG NORTH,FW,M1,"MONASH, DANDENONG",MELBOURNE METROPOLITAN (CENTRAL),69 F3,79 C8,line,daily works,0 to 5 min,40,1,1;2;3;4;5;7;6,2018-06-28T06:12:29,2018-01-30T23:19:59,POINT (145.151143851545 -37.900355404094),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.175340,175340,Road construction,1 lane closed both directions,Active,2018-08-12T21:00:00,2018-11-02T08:00:00,Monday to Saturday daily works from 07:00 AM to 07:00 PM. Roadworks speed limit 40 km/h. Traffic delay 6 to 10 min. ,PRINCES HIGHWAY ,WARD STREET ,BORDER TRACK ,CANN RIVER,MARAMINGO CREEK,AH,A1,EAST GIPPSLAND,GIPPSLAND (EAST),,69 D7,line,daily works,6 to 10 min,40,1,1;2;3;4;5;6,2018-08-10T05:38:27,2018-03-16T05:35:38,POINT (149.442658915978 -37.5436346514584),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.181751,181751,Road maintenance, road closed,Pending,2018-07-20T12:00:00,2018-09-29T19:00:00,Full week including weekends - Sunday to Saturday daily works from 10:00 PM to 05:00 AM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,ST KILDA ROAD ,LOUISE STREET ,ROY STREET ,MELBOURNE,MELBOURNE,AO,,"PORT PHILLIP, MELBOURNE",MELBOURNE METROPOLITAN (CENTRAL),58 A4,437 B10,line,daily works,0 to 5 min,40,0,1;2;3;4;5;7;6,2018-07-19T01:03:43,2018-07-19T01:00:33,POINT (144.978623076129 -37.8446804374946),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.173953,173953,Road maintenance,1 lane closed outbound,Pending,2018-02-25T22:00:00,2019-02-26T03:00:00,Full week including weekends - Sunday to Saturday daily works from 09:00 AM to 02:00 PM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,CALDER FREEWAY ,TULLAMARINE FREEWAY ,KINGS ROAD ,ESSENDON NORTH,TAYLORS LAKES,FW,M79,"BRIMBANK, MOONEE VALLEY",MELBOURNE METROPOLITAN (CENTRAL),16 D11,78 G5,line,daily works,0 to 5 min,40,1,1;2;3;4;5;7;6,2018-02-20T07:10:32,2018-02-19T23:14:51,POINT (144.841196779032 -37.7214835120324),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.176246,176246,Road maintenance,1 lane closed inbound,Pending,2018-02-01T19:00:00,2018-08-31T08:00:00,Full week including weekends - Sunday to Saturday continuous works 24 hours a day. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,CALDER HIGHWAY ,MT GASPARD ROAD ,FARMER LANE ,RAVENSWOOD SOUTH,CARLSRUHE,FW,"M79, A300","MACEDON RANGES, MOUNT ALEXANDER",LODDON MALLEE (NORTH WEST),,44 E9,line,continuous works,0 to 5 min,40,1,1;2;3;4;5;7;6,2018-08-13T07:28:42,2018-04-04T22:43:16,POINT (144.383197329161 -37.1190415865842),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.173812,173812,Utility works, entry/exit ramp closed,Pending,2018-07-24T10:00:00,2018-08-30T19:00:00,other daily works from 08:00 PM to 05:00 AM. Roadworks speed limit 40 km/h. Traffic delay 6 to 10 min. ,FULLARTON-CALDER IN RAMP ON,FULLARTON ROAD ,KEILOR ROAD ,AIRPORT WEST,AIRPORT WEST,FW,M79,MOONEE VALLEY,MELBOURNE METROPOLITAN (CENTRAL),15 J10,78 G5,line,daily works,6 to 10 min,40,0,4;5,2018-07-27T17:27:35,2018-02-16T01:29:28,POINT (144.881907161347 -37.73295993385),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.182702,182702,Road maintenance,3 lanes closed both directions,Pending,2018-08-08T10:00:00,2018-09-29T19:00:00,Full week including weekends - Sunday to Saturday daily works from 08:00 PM to 05:00 AM. Roadworks speed limit 40 km/h. Traffic delay greater than 10 min. ,BLACKBURN ROAD ,FALCONER STREET ,LEICESTER AVENUE ,GLEN WAVERLEY,GLEN WAVERLEY,AO,,MONASH,MELBOURNE METROPOLITAN (CENTRAL),70 J2,79 D8,line,daily works,Greater than 10 min,40,3,1;2;3;4;5;7;6,2018-08-08T03:41:16,2018-08-08T03:30:47,POINT (145.146047719032 -37.8846624662117),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.182704,182704,Road maintenance,1 lane closed both directions,Active,2018-08-08T10:00:00,2018-09-29T19:00:00,Full week including weekends - Sunday to Saturday daily works from 08:00 PM to 05:00 AM. Roadworks speed limit 40 km/h. Traffic delay greater than 10 min. ,CANTERBURY ROAD ,TILSON DRIVE ,MITCHAM ROAD ,VERMONT,VERMONT,AO,,WHITEHORSE,MELBOURNE METROPOLITAN (CENTRAL),62 K2,438 D10,line,daily works,Greater than 10 min,40,1,1;2;3;4;5;7;6,2018-08-19T13:45:02,2018-08-08T03:44:19,POINT (145.194562110747 -37.8361638134269),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.173958,173958,Road construction, entry/exit ramp closed,Pending,2018-08-03T10:00:00,2018-08-30T19:00:00,other daily works from 08:00 PM to 05:00 AM. Roadworks speed limit 40 km/h. Traffic delay 6 to 10 min. ,WESTERN RING OUT-TULLAMARINE OUT RAMP ,WESTERN RING ROAD ,TULLAMARINE FREEWAY ,TULLAMARINE,TULLAMARINE,FW,,HUME,MELBOURNE METROPOLITAN (CENTRAL),16 A2,78 G5,line,daily works,6 to 10 min,40,0,1;2,2018-08-13T04:26:58,2018-02-19T23:32:38,POINT (144.888761245536 -37.7038322540325),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.173956,173956,Road maintenance,1 lane closed inbound,Pending,2018-02-25T23:00:00,2019-02-26T05:00:00,Full week including weekends - Sunday to Saturday daily works from 10:00 AM to 04:00 PM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,CALDER FREEWAY ,TULLAMARINE FREEWAY ,KINGS-CALDER IN RAMP ON,AIRPORT WEST,KEILOR NORTH,FW,M79,"BRIMBANK, MOONEE VALLEY",MELBOURNE METROPOLITAN (CENTRAL),16 C10,78 G5,line,daily works,0 to 5 min,40,1,1;2;3;4;5;7;6,2018-02-20T07:10:59,2018-02-19T23:33:51,POINT (144.841005017875 -37.7207761072788),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.173850,173850,Road construction, entry/exit ramp closed,Active,2018-06-25T10:00:00,2018-08-30T19:00:00,other daily works from 08:00 PM to 05:00 AM. Roadworks speed limit 60 km/h. Traffic delay 0 to 5 min. ,MELROSE-TULLAMARINE IN RAMP ON,MELROSE-TULLAMARINE IN RAMP ON,MELROSE-TULLAMARINE IN RAMP ON,ESSENDON FIELDS,ESSENDON FIELDS,FW,M2,MOONEE VALLEY,MELBOURNE METROPOLITAN (CENTRAL),16 B5,78 G5,line,daily works,0 to 5 min,60,0,1;2;3;4;5;6;7,2018-08-23T10:41:09,2018-02-16T04:28:05,POINT (144.892738487325 -37.7172941764938),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.181035,181035,Utility works,1 lane closed westbound,Pending,2018-07-05T12:30:00,2018-09-29T19:00:00,Full week including weekends - Sunday to Saturday daily works from 10:30 PM to 05:00 AM. Roadworks speed limit 40 km/h. Traffic delay greater than 10 min. ,WESTERN RING ROAD ,TULLAMARINE OUT-WESTERN RING OUT RAMP ,WESTERN RING OUT-AIRPORT RAMP OF,GLADSTONE PARK,TULLAMARINE,FW,M80,"MORELAND, BRIMBANK, HUME",MELBOURNE METROPOLITAN (CENTRAL),16 B1,78 G5,line,daily works,Greater than 10 min,40,1,1;2;3;4;5;7;6,2018-07-05T04:31:54,2018-07-05T04:24:32,POINT (144.88320358046 -37.7096873190842),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.181040,181040,Utility works,2 lanes closed eastbound,Pending,2018-07-05T12:30:00,2018-09-29T18:00:00,Full week including weekends - Sunday to Saturday daily works from 10:30 PM to 04:00 AM. Roadworks speed limit 40 km/h. Traffic delay greater than 10 min. ,WESTERN RING ROAD ,MELROSE DRIVE ,CALDER IN-WESTERN RING OUT RAMP ,TULLAMARINE,KEILOR PARK,FW,M80,"MORELAND, BRIMBANK, HUME",MELBOURNE METROPOLITAN (CENTRAL),15 K3,78 G5,line,daily works,Greater than 10 min,40,2,1;2;3;4;5;7;6,2018-07-05T05:12:13,2018-07-05T04:48:33,POINT (144.876896273433 -37.7145177580674),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.181790,181790,Road construction, lanes closed eastbound,Pending,2018-07-22T12:00:00,2018-10-30T17:00:00,other daily works from 10:00 PM to 04:00 AM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,WEST GATE FREEWAY ,PRINCES FREEWAY ,WEST GATE OUT-MELBOURNE RAMP OF,ALTONA NORTH,SPOTSWOOD,FW,M1,HOBSONS BAY,MELBOURNE METROPOLITAN (CENTRAL),40 D12,78 F7,line,daily works,0 to 5 min,40,0,1;7,2018-07-19T06:06:34,2018-07-19T05:50:41,POINT (144.850910691971 -37.8248835924656),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.180600,180600,Road maintenance,2 lanes closed both directions,Active,2018-06-30T14:00:00,2018-09-30T13:59:00,Full week including weekends - Sunday to Saturday daily works from 12:00 AM to 11:59 PM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,WESTERN RING ROAD ,WEST GATE OUT-WESTERN RING OUT RAMP ,SUNSHINE AVENUE ,LAVERTON NORTH,KEALBA,FW,M80,"BRIMBANK, WYNDHAM",MELBOURNE METROPOLITAN (CENTRAL),40 D11,436 E9,line,daily works,0 to 5 min,40,2,1;2;3;4;5;7;6,2018-08-20T11:04:39,2018-06-26T08:59:06,POINT (144.790744886049 -37.7823258935204),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.173960,173960,Road construction, entry/exit ramp closed,Pending,2018-08-10T10:00:00,2018-08-30T19:00:00,other daily works from 08:00 PM to 05:00 AM. Roadworks speed limit 40 km/h. Traffic delay greater than 10 min. ,MICKLEHAM-TULLAMARINE OUT RAMP ON,MICKLEHAM ROAD ,TULLAMARINE FREEWAY ,TULLAMARINE,TULLAMARINE,FW,M2,HUME,MELBOURNE METROPOLITAN (CENTRAL),5 J10,78 G5,line,daily works,Greater than 10 min,40,0,1;2;3;4,2018-08-14T05:02:20,2018-02-19T23:52:47,POINT (144.880088916384 -37.6890973600903),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.174541,174541,Road construction, entry/exit ramp closed,Pending,2018-07-23T10:00:00,2018-08-30T19:00:00,Full week including weekends - Sunday to Saturday daily works from 08:00 PM to 05:00 AM. Roadworks speed limit 60 km/h. Traffic delay 0 to 5 min. ,TULLAMARINE OUT-MELROSE RAMP OF,TULLAMARINE FREEWAY ,TULLAMARINE OUT-MELROSE RAMP OF,AIRPORT WEST,AIRPORT WEST,FW,M2,MOONEE VALLEY,MELBOURNE METROPOLITAN (CENTRAL),16 B5,78 G5,line,daily works,0 to 5 min,60,0,1;2;3;4;5;7;6,2018-08-06T02:04:04,2018-03-01T00:54:40,POINT (144.891648532205 -37.7148841025766),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.181559,181559,Utility works,1 lane closed eastbound,Pending,2018-07-15T21:00:00,2018-09-30T05:00:00,Full week including weekends - Sunday to Saturday daily works from 07:00 AM to 03:00 PM. Roadworks speed limit 40 km/h. Traffic delay greater than 10 min. ,SHARPS ROAD ,BROADMEADOWS ROAD ,MELROSE DRIVE ,TULLAMARINE,TULLAMARINE,AO,,"BRIMBANK, HUME",MELBOURNE METROPOLITAN (CENTRAL),15 J3,78 G5,line,daily works,Greater than 10 min,40,1,1;2;3;4;5;7;6,2018-07-16T04:13:22,2018-07-16T01:02:40,POINT (144.882973234135 -37.7086215399204),2018-08-23T15:13:28,2018-08-23T15:15:30.772
