,ID,Date_Time,Year,Month,Mdate,Day,Time,Sensor_ID,Sensor_Name,Hourly_Counts
1409372,2268355,2018-06-19T23:00:00,2018,June,19,Tuesday,23,28,The Arts Centre,142
1409373,2268356,2018-06-19T23:00:00,2018,June,19,Tuesday,23,31,Lygon St (West),55
1409374,2268357,2018-06-19T23:00:00,2018,June,19,Tuesday,23,30,Lonsdale St (South),283
1409375,2268358,2018-06-19T23:00:00,2018,June,19,Tuesday,23,33,Flinders St-Spring St (West),30
1409376,2268359,2018-06-19T23:00:00,2018,June,19,Tuesday,23,34,Flinders St-Spark La,33
1409378,2268360,2018-06-19T23:00:00,2018,June,19,Tuesday,23,39,Alfred Place,44
1409379,2268361,2018-06-19T23:00:00,2018,June,19,Tuesday,23,37,Lygon St (East),23
1409380,2268362,2018-06-19T23:00:00,2018,June,19,Tuesday,23,40,Lonsdale St-Spring St (West),46
1409381,2268363,2018-06-19T23:00:00,2018,June,19,Tuesday,23,36,Queen St (West),45
1409382,2268364,2018-06-19T23:00:00,2018,June,19,Tuesday,23,29,St Kilda Rd-Alexandra Gardens,43
1409383,2268365,2018-06-19T23:00:00,2018,June,19,Tuesday,23,42,Grattan St-Swanston St (West),51
1409384,2268366,2018-06-19T23:00:00,2018,June,19,Tuesday,23,43,Monash Rd-Swanston St (West),44
1409385,2268367,2018-06-19T23:00:00,2018,June,19,Tuesday,23,44,Tin Alley-Swanston St (West),23
1409386,2268368,2018-06-19T23:00:00,2018,June,19,Tuesday,23,35,Southbank,319
1409387,2268369,2018-06-19T23:00:00,2018,June,19,Tuesday,23,45,Little Collins St-Swanston St (East),230
1409389,2268370,2018-06-19T23:00:00,2018,June,19,Tuesday,23,41,Flinders La-Swanston St (West),529
1409390,2268371,2018-06-19T23:00:00,2018,June,19,Tuesday,23,46,Pelham St (S),28
1409391,2268372,2018-06-19T23:00:00,2018,June,19,Tuesday,23,47,Melbourne Central-Elizabeth St (East),245
1409392,2268373,2018-06-19T23:00:00,2018,June,19,Tuesday,23,48,QVM-Queen St (East),53
1409393,2268374,2018-06-19T23:00:00,2018,June,19,Tuesday,23,49,QVM-Therry St (South),46
1409394,2268375,2018-06-19T23:00:00,2018,June,19,Tuesday,23,50,Faraday St-Lygon St (West),55
1409395,2268376,2018-06-19T23:00:00,2018,June,19,Tuesday,23,51,QVM-Franklin St (North),39
1409396,2268377,2018-06-19T23:00:00,2018,June,19,Tuesday,23,52,Elizabeth St-Lonsdale St (South),73
1409397,2268378,2018-06-20T00:00:00,2018,June,20,Wednesday,0,4,Town Hall (West),172
1409398,2268379,2018-06-20T00:00:00,2018,June,20,Wednesday,0,17,Collins Place (South),25
1409400,2268380,2018-06-20T00:00:00,2018,June,20,Wednesday,0,18,Collins Place (North),20
1409401,2268381,2018-06-20T00:00:00,2018,June,20,Wednesday,0,53,Collins St (North),36
1409402,2268382,2018-06-20T00:00:00,2018,June,20,Wednesday,0,2,Bourke Street Mall (South),70
1409403,2268383,2018-06-20T00:00:00,2018,June,20,Wednesday,0,1,Bourke Street Mall (North),146
1409404,2268384,2018-06-20T00:00:00,2018,June,20,Wednesday,0,3,Melbourne Central,320
1409405,2268385,2018-06-20T00:00:00,2018,June,20,Wednesday,0,15,State Library,116
1409406,2268386,2018-06-20T00:00:00,2018,June,20,Wednesday,0,9,Southern Cross Station,22
1409407,2268387,2018-06-20T00:00:00,2018,June,20,Wednesday,0,10,Victoria Point,9
1409408,2268388,2018-06-20T00:00:00,2018,June,20,Wednesday,0,12,New Quay,14
1409409,2268389,2018-06-20T00:00:00,2018,June,20,Wednesday,0,11,Waterfront City,7
1409411,2268390,2018-06-20T00:00:00,2018,June,20,Wednesday,0,8,Webb Bridge,14
1409412,2268391,2018-06-20T00:00:00,2018,June,20,Wednesday,0,7,Birrarung Marr,4
1409413,2268392,2018-06-20T00:00:00,2018,June,20,Wednesday,0,5,Princes Bridge,141
1409414,2268393,2018-06-20T00:00:00,2018,June,20,Wednesday,0,6,Flinders Street Station Underpass,244
1409415,2268394,2018-06-20T00:00:00,2018,June,20,Wednesday,0,26,QV Market-Elizabeth St (West),123
1409416,2268395,2018-06-20T00:00:00,2018,June,20,Wednesday,0,24,Spencer St-Collins St (North),295
1409417,2268396,2018-06-20T00:00:00,2018,June,20,Wednesday,0,23,Spencer St-Collins St (South),26
1409418,2268397,2018-06-20T00:00:00,2018,June,20,Wednesday,0,25,Melbourne Convention Exhibition Centre,44
1409419,2268398,2018-06-20T00:00:00,2018,June,20,Wednesday,0,21,Bourke St-Russell St (West),254
1409420,2268399,2018-06-20T00:00:00,2018,June,20,Wednesday,0,20,Chinatown-Lt Bourke St (South),91
1409423,2268400,2018-06-20T00:00:00,2018,June,20,Wednesday,0,19,Chinatown-Swanston St (North),93
1409424,2268401,2018-06-20T00:00:00,2018,June,20,Wednesday,0,22,Flinders St-Elizabeth St (East),220
1409425,2268402,2018-06-20T00:00:00,2018,June,20,Wednesday,0,27,QV Market-Peel St,15
1409426,2268403,2018-06-20T00:00:00,2018,June,20,Wednesday,0,28,The Arts Centre,58
1409427,2268404,2018-06-20T00:00:00,2018,June,20,Wednesday,0,31,Lygon St (West),45
1409428,2268405,2018-06-20T00:00:00,2018,June,20,Wednesday,0,30,Lonsdale St (South),250
1409429,2268406,2018-06-20T00:00:00,2018,June,20,Wednesday,0,33,Flinders St-Spring St (West),18
1409430,2268407,2018-06-20T00:00:00,2018,June,20,Wednesday,0,34,Flinders St-Spark La,14
1409431,2268408,2018-06-20T00:00:00,2018,June,20,Wednesday,0,39,Alfred Place,23
1409432,2268409,2018-06-20T00:00:00,2018,June,20,Wednesday,0,37,Lygon St (East),23
1409434,2268410,2018-06-20T00:00:00,2018,June,20,Wednesday,0,40,Lonsdale St-Spring St (West),44
1409435,2268411,2018-06-20T00:00:00,2018,June,20,Wednesday,0,36,Queen St (West),17
1409436,2268412,2018-06-20T00:00:00,2018,June,20,Wednesday,0,29,St Kilda Rd-Alexandra Gardens,34
1409437,2268413,2018-06-20T00:00:00,2018,June,20,Wednesday,0,42,Grattan St-Swanston St (West),48
1409438,2268414,2018-06-20T00:00:00,2018,June,20,Wednesday,0,43,Monash Rd-Swanston St (West),30
1409439,2268415,2018-06-20T00:00:00,2018,June,20,Wednesday,0,44,Tin Alley-Swanston St (West),22
1409440,2268416,2018-06-20T00:00:00,2018,June,20,Wednesday,0,35,Southbank,150
1409441,2268417,2018-06-20T00:00:00,2018,June,20,Wednesday,0,45,Little Collins St-Swanston St (East),130
1409442,2268418,2018-06-20T00:00:00,2018,June,20,Wednesday,0,41,Flinders La-Swanston St (West),361
1409443,2268419,2018-06-20T00:00:00,2018,June,20,Wednesday,0,46,Pelham St (S),10
1409445,2268420,2018-06-20T00:00:00,2018,June,20,Wednesday,0,47,Melbourne Central-Elizabeth St (East),200
1409446,2268421,2018-06-20T00:00:00,2018,June,20,Wednesday,0,48,QVM-Queen St (East),22
1409447,2268422,2018-06-20T00:00:00,2018,June,20,Wednesday,0,49,QVM-Therry St (South),56
1409448,2268423,2018-06-20T00:00:00,2018,June,20,Wednesday,0,50,Faraday St-Lygon St (West),45
1409449,2268424,2018-06-20T00:00:00,2018,June,20,Wednesday,0,51,QVM-Franklin St (North),43
1409450,2268425,2018-06-20T00:00:00,2018,June,20,Wednesday,0,52,Elizabeth St-Lonsdale St (South),62
1409451,2268426,2018-06-20T01:00:00,2018,June,20,Wednesday,1,4,Town Hall (West),60
1409452,2268427,2018-06-20T01:00:00,2018,June,20,Wednesday,1,17,Collins Place (South),7
1409453,2268428,2018-06-20T01:00:00,2018,June,20,Wednesday,1,18,Collins Place (North),1
1409454,2268429,2018-06-20T01:00:00,2018,June,20,Wednesday,1,53,Collins St (North),28
1409456,2268430,2018-06-20T01:00:00,2018,June,20,Wednesday,1,2,Bourke Street Mall (South),31
1409457,2268431,2018-06-20T01:00:00,2018,June,20,Wednesday,1,1,Bourke Street Mall (North),37
1409458,2268432,2018-06-20T01:00:00,2018,June,20,Wednesday,1,3,Melbourne Central,155
1409459,2268433,2018-06-20T01:00:00,2018,June,20,Wednesday,1,15,State Library,62
1409460,2268434,2018-06-20T01:00:00,2018,June,20,Wednesday,1,9,Southern Cross Station,28
1409461,2268435,2018-06-20T01:00:00,2018,June,20,Wednesday,1,10,Victoria Point,5
1409462,2268436,2018-06-20T01:00:00,2018,June,20,Wednesday,1,12,New Quay,6
1409463,2268437,2018-06-20T01:00:00,2018,June,20,Wednesday,1,11,Waterfront City,2
1409464,2268438,2018-06-20T01:00:00,2018,June,20,Wednesday,1,8,Webb Bridge,4
1409465,2268439,2018-06-20T01:00:00,2018,June,20,Wednesday,1,7,Birrarung Marr,2
1409467,2268440,2018-06-20T01:00:00,2018,June,20,Wednesday,1,5,Princes Bridge,51
1409468,2268441,2018-06-20T01:00:00,2018,June,20,Wednesday,1,6,Flinders Street Station Underpass,64
1409469,2268442,2018-06-20T01:00:00,2018,June,20,Wednesday,1,26,QV Market-Elizabeth St (West),72
1409470,2268443,2018-06-20T01:00:00,2018,June,20,Wednesday,1,24,Spencer St-Collins St (North),62
1409471,2268444,2018-06-20T01:00:00,2018,June,20,Wednesday,1,23,Spencer St-Collins St (South),14
1409472,2268445,2018-06-20T01:00:00,2018,June,20,Wednesday,1,25,Melbourne Convention Exhibition Centre,39
1409473,2268446,2018-06-20T01:00:00,2018,June,20,Wednesday,1,21,Bourke St-Russell St (West),142
1409474,2268447,2018-06-20T01:00:00,2018,June,20,Wednesday,1,20,Chinatown-Lt Bourke St (South),55
1409475,2268448,2018-06-20T01:00:00,2018,June,20,Wednesday,1,19,Chinatown-Swanston St (North),48
1409476,2268449,2018-06-20T01:00:00,2018,June,20,Wednesday,1,22,Flinders St-Elizabeth St (East),100
1409478,2268450,2018-06-20T01:00:00,2018,June,20,Wednesday,1,27,QV Market-Peel St,10
1409479,2268451,2018-06-20T01:00:00,2018,June,20,Wednesday,1,28,The Arts Centre,31
1409480,2268452,2018-06-20T01:00:00,2018,June,20,Wednesday,1,31,Lygon St (West),13
1409481,2268453,2018-06-20T01:00:00,2018,June,20,Wednesday,1,30,Lonsdale St (South),121
1409482,2268454,2018-06-20T01:00:00,2018,June,20,Wednesday,1,33,Flinders St-Spring St (West),7
1409483,2268455,2018-06-20T01:00:00,2018,June,20,Wednesday,1,34,Flinders St-Spark La,4
1409484,2268456,2018-06-20T01:00:00,2018,June,20,Wednesday,1,39,Alfred Place,1
1409485,2268457,2018-06-20T01:00:00,2018,June,20,Wednesday,1,37,Lygon St (East),9
1409486,2268458,2018-06-20T01:00:00,2018,June,20,Wednesday,1,40,Lonsdale St-Spring St (West),11
1409487,2268459,2018-06-20T01:00:00,2018,June,20,Wednesday,1,36,Queen St (West),11
1409489,2268460,2018-06-20T01:00:00,2018,June,20,Wednesday,1,29,St Kilda Rd-Alexandra Gardens,17
1409490,2268461,2018-06-20T01:00:00,2018,June,20,Wednesday,1,42,Grattan St-Swanston St (West),16
1409491,2268462,2018-06-20T01:00:00,2018,June,20,Wednesday,1,43,Monash Rd-Swanston St (West),6
1409492,2268463,2018-06-20T01:00:00,2018,June,20,Wednesday,1,44,Tin Alley-Swanston St (West),5
1409493,2268464,2018-06-20T01:00:00,2018,June,20,Wednesday,1,35,Southbank,61
1409494,2268465,2018-06-20T01:00:00,2018,June,20,Wednesday,1,45,Little Collins St-Swanston St (East),54
1409495,2268466,2018-06-20T01:00:00,2018,June,20,Wednesday,1,41,Flinders La-Swanston St (West),83
1409496,2268467,2018-06-20T01:00:00,2018,June,20,Wednesday,1,46,Pelham St (S),2
1409497,2268468,2018-06-20T01:00:00,2018,June,20,Wednesday,1,47,Melbourne Central-Elizabeth St (East),61
1409498,2268469,2018-06-20T01:00:00,2018,June,20,Wednesday,1,48,QVM-Queen St (East),9
1409500,2268470,2018-06-20T01:00:00,2018,June,20,Wednesday,1,49,QVM-Therry St (South),17
1409501,2268471,2018-06-20T01:00:00,2018,June,20,Wednesday,1,50,Faraday St-Lygon St (West),13
1409502,2268472,2018-06-20T01:00:00,2018,June,20,Wednesday,1,51,QVM-Franklin St (North),14
1409503,2268473,2018-06-20T01:00:00,2018,June,20,Wednesday,1,52,Elizabeth St-Lonsdale St (South),22
1409504,2268474,2018-06-20T02:00:00,2018,June,20,Wednesday,2,4,Town Hall (West),25
1409505,2268475,2018-06-20T02:00:00,2018,June,20,Wednesday,2,17,Collins Place (South),9
1409506,2268476,2018-06-20T02:00:00,2018,June,20,Wednesday,2,18,Collins Place (North),1
1409507,2268477,2018-06-20T02:00:00,2018,June,20,Wednesday,2,53,Collins St (North),20
1409508,2268478,2018-06-20T02:00:00,2018,June,20,Wednesday,2,2,Bourke Street Mall (South),30
1409509,2268479,2018-06-20T02:00:00,2018,June,20,Wednesday,2,1,Bourke Street Mall (North),24
1409511,2268480,2018-06-20T02:00:00,2018,June,20,Wednesday,2,3,Melbourne Central,62
1409512,2268481,2018-06-20T02:00:00,2018,June,20,Wednesday,2,15,State Library,41
1409513,2268482,2018-06-20T02:00:00,2018,June,20,Wednesday,2,9,Southern Cross Station,7
1409514,2268483,2018-06-20T02:00:00,2018,June,20,Wednesday,2,10,Victoria Point,3
1409515,2268484,2018-06-20T02:00:00,2018,June,20,Wednesday,2,12,New Quay,6
1409516,2268485,2018-06-20T02:00:00,2018,June,20,Wednesday,2,11,Waterfront City,5
1409517,2268486,2018-06-20T02:00:00,2018,June,20,Wednesday,2,8,Webb Bridge,1
1409518,2268487,2018-06-20T02:00:00,2018,June,20,Wednesday,2,7,Birrarung Marr,18
1409519,2268488,2018-06-20T02:00:00,2018,June,20,Wednesday,2,5,Princes Bridge,31
1409520,2268489,2018-06-20T02:00:00,2018,June,20,Wednesday,2,6,Flinders Street Station Underpass,40
1409522,2268490,2018-06-20T02:00:00,2018,June,20,Wednesday,2,26,QV Market-Elizabeth St (West),42
1409523,2268491,2018-06-20T02:00:00,2018,June,20,Wednesday,2,24,Spencer St-Collins St (North),22
1409524,2268492,2018-06-20T02:00:00,2018,June,20,Wednesday,2,23,Spencer St-Collins St (South),3
1409525,2268493,2018-06-20T02:00:00,2018,June,20,Wednesday,2,25,Melbourne Convention Exhibition Centre,6
1409526,2268494,2018-06-20T02:00:00,2018,June,20,Wednesday,2,21,Bourke St-Russell St (West),78
1409527,2268495,2018-06-20T02:00:00,2018,June,20,Wednesday,2,20,Chinatown-Lt Bourke St (South),25
1409528,2268496,2018-06-20T02:00:00,2018,June,20,Wednesday,2,19,Chinatown-Swanston St (North),57
1409529,2268497,2018-06-20T02:00:00,2018,June,20,Wednesday,2,22,Flinders St-Elizabeth St (East),74
1409530,2268498,2018-06-20T02:00:00,2018,June,20,Wednesday,2,27,QV Market-Peel St,7
1409531,2268499,2018-06-20T02:00:00,2018,June,20,Wednesday,2,28,The Arts Centre,15
1409534,2268500,2018-06-20T02:00:00,2018,June,20,Wednesday,2,31,Lygon St (West),13
1409535,2268501,2018-06-20T02:00:00,2018,June,20,Wednesday,2,30,Lonsdale St (South),62
1409536,2268502,2018-06-20T02:00:00,2018,June,20,Wednesday,2,33,Flinders St-Spring St (West),1
1409537,2268503,2018-06-20T02:00:00,2018,June,20,Wednesday,2,34,Flinders St-Spark La,5
1409538,2268504,2018-06-20T02:00:00,2018,June,20,Wednesday,2,39,Alfred Place,0
1409539,2268505,2018-06-20T02:00:00,2018,June,20,Wednesday,2,37,Lygon St (East),11
1409540,2268506,2018-06-20T02:00:00,2018,June,20,Wednesday,2,40,Lonsdale St-Spring St (West),4
1409541,2268507,2018-06-20T02:00:00,2018,June,20,Wednesday,2,36,Queen St (West),1
1409542,2268508,2018-06-20T02:00:00,2018,June,20,Wednesday,2,29,St Kilda Rd-Alexandra Gardens,5
1409543,2268509,2018-06-20T02:00:00,2018,June,20,Wednesday,2,42,Grattan St-Swanston St (West),9
1409545,2268510,2018-06-20T02:00:00,2018,June,20,Wednesday,2,43,Monash Rd-Swanston St (West),6
1409546,2268511,2018-06-20T02:00:00,2018,June,20,Wednesday,2,44,Tin Alley-Swanston St (West),0
1409547,2268512,2018-06-20T02:00:00,2018,June,20,Wednesday,2,35,Southbank,40
1409548,2268513,2018-06-20T02:00:00,2018,June,20,Wednesday,2,45,Little Collins St-Swanston St (East),17
1409549,2268514,2018-06-20T02:00:00,2018,June,20,Wednesday,2,41,Flinders La-Swanston St (West),54
1409550,2268515,2018-06-20T02:00:00,2018,June,20,Wednesday,2,46,Pelham St (S),1
1409551,2268516,2018-06-20T02:00:00,2018,June,20,Wednesday,2,47,Melbourne Central-Elizabeth St (East),30
1409552,2268517,2018-06-20T02:00:00,2018,June,20,Wednesday,2,48,QVM-Queen St (East),11
1409553,2268518,2018-06-20T02:00:00,2018,June,20,Wednesday,2,49,QVM-Therry St (South),11
1409554,2268519,2018-06-20T02:00:00,2018,June,20,Wednesday,2,50,Faraday St-Lygon St (West),13
1409556,2268520,2018-06-20T02:00:00,2018,June,20,Wednesday,2,51,QVM-Franklin St (North),9
1409557,2268521,2018-06-20T02:00:00,2018,June,20,Wednesday,2,52,Elizabeth St-Lonsdale St (South),15
1409558,2268522,2018-06-20T03:00:00,2018,June,20,Wednesday,3,4,Town Hall (West),21
1409559,2268523,2018-06-20T03:00:00,2018,June,20,Wednesday,3,17,Collins Place (South),10
1409560,2268524,2018-06-20T03:00:00,2018,June,20,Wednesday,3,18,Collins Place (North),3
1409561,2268525,2018-06-20T03:00:00,2018,June,20,Wednesday,3,53,Collins St (North),9
1409562,2268526,2018-06-20T03:00:00,2018,June,20,Wednesday,3,2,Bourke Street Mall (South),9
1409563,2268527,2018-06-20T03:00:00,2018,June,20,Wednesday,3,1,Bourke Street Mall (North),28
1409564,2268528,2018-06-20T03:00:00,2018,June,20,Wednesday,3,3,Melbourne Central,54
1409565,2268529,2018-06-20T03:00:00,2018,June,20,Wednesday,3,15,State Library,13
1409567,2268530,2018-06-20T03:00:00,2018,June,20,Wednesday,3,9,Southern Cross Station,5
1409568,2268531,2018-06-20T03:00:00,2018,June,20,Wednesday,3,10,Victoria Point,1
1409569,2268532,2018-06-20T03:00:00,2018,June,20,Wednesday,3,12,New Quay,5
1409570,2268533,2018-06-20T03:00:00,2018,June,20,Wednesday,3,11,Waterfront City,4
1409571,2268534,2018-06-20T03:00:00,2018,June,20,Wednesday,3,8,Webb Bridge,0
1409572,2268535,2018-06-20T03:00:00,2018,June,20,Wednesday,3,7,Birrarung Marr,13
1409573,2268536,2018-06-20T03:00:00,2018,June,20,Wednesday,3,5,Princes Bridge,55
1409574,2268537,2018-06-20T03:00:00,2018,June,20,Wednesday,3,6,Flinders Street Station Underpass,25
1409575,2268538,2018-06-20T03:00:00,2018,June,20,Wednesday,3,26,QV Market-Elizabeth St (West),49
1409576,2268539,2018-06-20T03:00:00,2018,June,20,Wednesday,3,24,Spencer St-Collins St (North),18
1409578,2268540,2018-06-20T03:00:00,2018,June,20,Wednesday,3,23,Spencer St-Collins St (South),4
1409579,2268541,2018-06-20T03:00:00,2018,June,20,Wednesday,3,25,Melbourne Convention Exhibition Centre,5
1409580,2268542,2018-06-20T03:00:00,2018,June,20,Wednesday,3,21,Bourke St-Russell St (West),94
1409581,2268543,2018-06-20T03:00:00,2018,June,20,Wednesday,3,20,Chinatown-Lt Bourke St (South),31
1409582,2268544,2018-06-20T03:00:00,2018,June,20,Wednesday,3,19,Chinatown-Swanston St (North),46
1409583,2268545,2018-06-20T03:00:00,2018,June,20,Wednesday,3,22,Flinders St-Elizabeth St (East),83
1409584,2268546,2018-06-20T03:00:00,2018,June,20,Wednesday,3,27,QV Market-Peel St,4
1409585,2268547,2018-06-20T03:00:00,2018,June,20,Wednesday,3,28,The Arts Centre,46
1409586,2268548,2018-06-20T03:00:00,2018,June,20,Wednesday,3,31,Lygon St (West),12
1409587,2268549,2018-06-20T03:00:00,2018,June,20,Wednesday,3,30,Lonsdale St (South),73
1409589,2268550,2018-06-20T03:00:00,2018,June,20,Wednesday,3,33,Flinders St-Spring St (West),2
1409590,2268551,2018-06-20T03:00:00,2018,June,20,Wednesday,3,34,Flinders St-Spark La,5
1409591,2268552,2018-06-20T03:00:00,2018,June,20,Wednesday,3,39,Alfred Place,1
1409592,2268553,2018-06-20T03:00:00,2018,June,20,Wednesday,3,37,Lygon St (East),4
1409593,2268554,2018-06-20T03:00:00,2018,June,20,Wednesday,3,40,Lonsdale St-Spring St (West),4
1409594,2268555,2018-06-20T03:00:00,2018,June,20,Wednesday,3,36,Queen St (West),4
1409595,2268556,2018-06-20T03:00:00,2018,June,20,Wednesday,3,29,St Kilda Rd-Alexandra Gardens,2
1409596,2268557,2018-06-20T03:00:00,2018,June,20,Wednesday,3,42,Grattan St-Swanston St (West),7
1409597,2268558,2018-06-20T03:00:00,2018,June,20,Wednesday,3,43,Monash Rd-Swanston St (West),3
1409598,2268559,2018-06-20T03:00:00,2018,June,20,Wednesday,3,44,Tin Alley-Swanston St (West),0
1409600,2268560,2018-06-20T03:00:00,2018,June,20,Wednesday,3,35,Southbank,26
1409601,2268561,2018-06-20T03:00:00,2018,June,20,Wednesday,3,45,Little Collins St-Swanston St (East),15
1409602,2268562,2018-06-20T03:00:00,2018,June,20,Wednesday,3,41,Flinders La-Swanston St (West),34
1409603,2268563,2018-06-20T03:00:00,2018,June,20,Wednesday,3,46,Pelham St (S),1
1409604,2268564,2018-06-20T03:00:00,2018,June,20,Wednesday,3,47,Melbourne Central-Elizabeth St (East),22
1409605,2268565,2018-06-20T03:00:00,2018,June,20,Wednesday,3,48,QVM-Queen St (East),5
1409606,2268566,2018-06-20T03:00:00,2018,June,20,Wednesday,3,49,QVM-Therry St (South),21
1409607,2268567,2018-06-20T03:00:00,2018,June,20,Wednesday,3,50,Faraday St-Lygon St (West),12
1409608,2268568,2018-06-20T03:00:00,2018,June,20,Wednesday,3,51,QVM-Franklin St (North),7
1409609,2268569,2018-06-20T03:00:00,2018,June,20,Wednesday,3,52,Elizabeth St-Lonsdale St (South),10
1409611,2268570,2018-06-20T04:00:00,2018,June,20,Wednesday,4,4,Town Hall (West),34
1409612,2268571,2018-06-20T04:00:00,2018,June,20,Wednesday,4,17,Collins Place (South),17
1409613,2268572,2018-06-20T04:00:00,2018,June,20,Wednesday,4,18,Collins Place (North),4
1409614,2268573,2018-06-20T04:00:00,2018,June,20,Wednesday,4,53,Collins St (North),8
1409615,2268574,2018-06-20T04:00:00,2018,June,20,Wednesday,4,2,Bourke Street Mall (South),17
1409616,2268575,2018-06-20T04:00:00,2018,June,20,Wednesday,4,1,Bourke Street Mall (North),24
1409617,2268576,2018-06-20T04:00:00,2018,June,20,Wednesday,4,3,Melbourne Central,45
1409618,2268577,2018-06-20T04:00:00,2018,June,20,Wednesday,4,15,State Library,22
1409619,2268578,2018-06-20T04:00:00,2018,June,20,Wednesday,4,9,Southern Cross Station,6
1409620,2268579,2018-06-20T04:00:00,2018,June,20,Wednesday,4,10,Victoria Point,4
1409622,2268580,2018-06-20T04:00:00,2018,June,20,Wednesday,4,12,New Quay,1
1409623,2268581,2018-06-20T04:00:00,2018,June,20,Wednesday,4,11,Waterfront City,1
1409624,2268582,2018-06-20T04:00:00,2018,June,20,Wednesday,4,8,Webb Bridge,1
1409625,2268583,2018-06-20T04:00:00,2018,June,20,Wednesday,4,7,Birrarung Marr,2
1409626,2268584,2018-06-20T04:00:00,2018,June,20,Wednesday,4,5,Princes Bridge,68
1409627,2268585,2018-06-20T04:00:00,2018,June,20,Wednesday,4,6,Flinders Street Station Underpass,35
1409628,2268586,2018-06-20T04:00:00,2018,June,20,Wednesday,4,26,QV Market-Elizabeth St (West),38
1409629,2268587,2018-06-20T04:00:00,2018,June,20,Wednesday,4,24,Spencer St-Collins St (North),20
1409630,2268588,2018-06-20T04:00:00,2018,June,20,Wednesday,4,23,Spencer St-Collins St (South),8
1409631,2268589,2018-06-20T04:00:00,2018,June,20,Wednesday,4,25,Melbourne Convention Exhibition Centre,31
1409633,2268590,2018-06-20T04:00:00,2018,June,20,Wednesday,4,21,Bourke St-Russell St (West),51
1409634,2268591,2018-06-20T04:00:00,2018,June,20,Wednesday,4,20,Chinatown-Lt Bourke St (South),28
1409635,2268592,2018-06-20T04:00:00,2018,June,20,Wednesday,4,19,Chinatown-Swanston St (North),42
1409636,2268593,2018-06-20T04:00:00,2018,June,20,Wednesday,4,22,Flinders St-Elizabeth St (East),57
1409637,2268594,2018-06-20T04:00:00,2018,June,20,Wednesday,4,27,QV Market-Peel St,2
1409638,2268595,2018-06-20T04:00:00,2018,June,20,Wednesday,4,28,The Arts Centre,54
1409639,2268596,2018-06-20T04:00:00,2018,June,20,Wednesday,4,31,Lygon St (West),1
1409640,2268597,2018-06-20T04:00:00,2018,June,20,Wednesday,4,30,Lonsdale St (South),17
1409641,2268598,2018-06-20T04:00:00,2018,June,20,Wednesday,4,33,Flinders St-Spring St (West),4
1409642,2268599,2018-06-20T04:00:00,2018,June,20,Wednesday,4,34,Flinders St-Spark La,8
1409645,2268600,2018-06-20T04:00:00,2018,June,20,Wednesday,4,39,Alfred Place,8
1409646,2268601,2018-06-20T04:00:00,2018,June,20,Wednesday,4,37,Lygon St (East),4
1409647,2268602,2018-06-20T04:00:00,2018,June,20,Wednesday,4,40,Lonsdale St-Spring St (West),12
1409648,2268603,2018-06-20T04:00:00,2018,June,20,Wednesday,4,36,Queen St (West),3
1409649,2268604,2018-06-20T04:00:00,2018,June,20,Wednesday,4,29,St Kilda Rd-Alexandra Gardens,11
1409650,2268605,2018-06-20T04:00:00,2018,June,20,Wednesday,4,42,Grattan St-Swanston St (West),17
1409651,2268606,2018-06-20T04:00:00,2018,June,20,Wednesday,4,43,Monash Rd-Swanston St (West),2
1409652,2268607,2018-06-20T04:00:00,2018,June,20,Wednesday,4,44,Tin Alley-Swanston St (West),3
1409653,2268608,2018-06-20T04:00:00,2018,June,20,Wednesday,4,35,Southbank,14
1409654,2268609,2018-06-20T04:00:00,2018,June,20,Wednesday,4,45,Little Collins St-Swanston St (East),24
1409656,2268610,2018-06-20T04:00:00,2018,June,20,Wednesday,4,41,Flinders La-Swanston St (West),54
1409657,2268611,2018-06-20T04:00:00,2018,June,20,Wednesday,4,46,Pelham St (S),3
1409658,2268612,2018-06-20T04:00:00,2018,June,20,Wednesday,4,47,Melbourne Central-Elizabeth St (East),31
1409659,2268613,2018-06-20T04:00:00,2018,June,20,Wednesday,4,48,QVM-Queen St (East),4
1409660,2268614,2018-06-20T04:00:00,2018,June,20,Wednesday,4,49,QVM-Therry St (South),20
1409661,2268615,2018-06-20T04:00:00,2018,June,20,Wednesday,4,50,Faraday St-Lygon St (West),1
1409662,2268616,2018-06-20T04:00:00,2018,June,20,Wednesday,4,51,QVM-Franklin St (North),6
1409663,2268617,2018-06-20T04:00:00,2018,June,20,Wednesday,4,52,Elizabeth St-Lonsdale St (South),6
1409664,2268618,2018-06-20T05:00:00,2018,June,20,Wednesday,5,4,Town Hall (West),80
1409665,2268619,2018-06-20T05:00:00,2018,June,20,Wednesday,5,17,Collins Place (South),64
1409667,2268620,2018-06-20T05:00:00,2018,June,20,Wednesday,5,18,Collins Place (North),27
1409668,2268621,2018-06-20T05:00:00,2018,June,20,Wednesday,5,53,Collins St (North),53
1409669,2268622,2018-06-20T05:00:00,2018,June,20,Wednesday,5,2,Bourke Street Mall (South),30
1409670,2268623,2018-06-20T05:00:00,2018,June,20,Wednesday,5,1,Bourke Street Mall (North),30
1409671,2268624,2018-06-20T05:00:00,2018,June,20,Wednesday,5,3,Melbourne Central,107
1409672,2268625,2018-06-20T05:00:00,2018,June,20,Wednesday,5,15,State Library,44
1409673,2268626,2018-06-20T05:00:00,2018,June,20,Wednesday,5,9,Southern Cross Station,138
